ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,MONTHS_BALANCE_MIN,MONTHS_BALANCE_MAX,COUNT_LATE_LAST_12M,TARGET,AGE,YEARS_EMPLOYED,INCOME_GROUP,AGE_GROUP,EDUCATION_RANK,AMT_INCOME_TOTAL_CAPPED,CREDIT_HISTORY_LENGTH
5116864,F,0,1,0,99000.0,Working,Secondary / secondary special,Widow,House / apartment,-17352,-489,1,0,0,0,Managers,1.0,-49,-47,0,0,47.5,1.3,High,40-49,1,99000.0,-2
5116865,F,0,1,0,99000.0,Working,Secondary / secondary special,Widow,House / apartment,-17352,-489,1,0,0,0,Managers,1.0,-1,0,2,0,47.5,1.3,High,40-49,1,99000.0,-1
5116868,F,1,1,1,139500.0,Working,Secondary / secondary special,Married,House / apartment,-14628,-7735,1,0,0,0,Security staff,3.0,-37,0,0,0,40.1,21.2,Very High,40-49,1,139500.0,-37
5116870,M,1,1,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-18437,-2499,1,1,0,0,Managers,2.0,-42,-19,0,0,50.5,6.8,Very High,50-59,1,225000.0,-23
5116872,M,1,0,1,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-11751,-583,1,0,0,0,Unknown,3.0,-57,0,0,0,32.2,1.6,Very High,30-39,1,180000.0,-57
5116873,M,1,0,1,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-11751,-583,1,0,0,0,Unknown,3.0,-32,0,0,0,32.2,1.6,Very High,30-39,1,180000.0,-32
5116892,M,1,0,1,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-11751,-583,1,0,0,0,Unknown,3.0,-23,0,2,0,32.2,1.6,Very High,30-39,1,180000.0,-23
5116893,M,1,0,1,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-11751,-583,1,0,0,0,Unknown,3.0,-41,0,0,0,32.2,1.6,Very High,30-39,1,180000.0,-41
5116875,M,1,1,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-21103,-2987,1,0,0,0,Unknown,2.0,-33,0,0,0,57.8,8.2,Very High,50-59,1,157500.0,-33
5116877,F,0,1,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-13587,-4236,1,0,0,0,Medicine staff,2.0,-48,0,0,0,37.2,11.6,Very High,30-39,1,225000.0,-48
5116878,F,0,0,0,112500.0,Working,Higher education,Single / not married,With parents,-11061,-157,1,1,1,0,High skill tech staff,1.0,-28,-12,0,0,30.3,0.4,Very High,30-39,3,112500.0,-16
5116879,F,0,0,0,112500.0,Working,Higher education,Single / not married,With parents,-11061,-157,1,1,1,0,High skill tech staff,1.0,-34,0,0,0,30.3,0.4,Very High,30-39,3,112500.0,-34
5116880,M,1,1,2,180000.0,Working,Secondary / secondary special,Married,House / apartment,-9961,-978,1,0,0,0,Managers,4.0,-29,-17,0,0,27.3,2.7,Very High,18-29,1,180000.0,-12
5116881,M,1,0,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-17412,-399,1,0,0,0,Laborers,2.0,-27,0,13,0,47.7,1.1,Very High,40-49,1,157500.0,-27
5116882,M,1,0,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-17412,-399,1,0,0,0,Laborers,2.0,-31,0,11,0,47.7,1.1,Very High,40-49,1,157500.0,-31
5116883,M,1,1,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-17779,-1344,1,1,0,0,Laborers,2.0,-54,-8,0,0,48.7,3.7,Very High,40-49,1,225000.0,-46
5116884,M,1,1,1,144000.0,Working,Secondary / secondary special,Married,House / apartment,-11790,-1222,1,0,0,0,Laborers,3.0,-23,0,0,0,32.3,3.3,Very High,30-39,1,144000.0,-23
5116885,M,1,1,0,180000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-16066,-1434,1,0,0,0,Laborers,2.0,-30,-6,0,0,44.0,3.9,Very High,40-49,1,180000.0,-24
5116891,F,1,1,0,117000.0,Working,Secondary / secondary special,Married,House / apartment,-18746,-218,1,0,0,0,Sales staff,2.0,-19,0,13,0,51.4,0.6,Very High,50-59,1,117000.0,-19
5116896,F,0,0,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-23354,-4448,1,0,0,0,Unknown,2.0,-37,0,0,0,64.0,12.2,Very High,60+,1,180000.0,-37
5116899,F,0,0,2,49500.0,Working,Secondary / secondary special,Married,House / apartment,-10368,-1740,1,1,1,0,Sales staff,4.0,0,0,1,0,28.4,4.8,Medium,18-29,1,49500.0,0
5116900,F,0,1,0,148500.0,Working,Incomplete higher,Single / not married,House / apartment,-9924,-1830,1,0,1,0,Medicine staff,1.0,-30,-20,0,0,27.2,5.0,Very High,18-29,2,148500.0,-10
5116901,F,0,1,0,148500.0,Working,Incomplete higher,Single / not married,House / apartment,-9924,-1830,1,0,1,0,Medicine staff,1.0,-9,0,6,0,27.2,5.0,Very High,18-29,2,148500.0,-9
5116902,F,0,1,0,148500.0,Working,Incomplete higher,Single / not married,House / apartment,-9924,-1830,1,0,1,0,Medicine staff,1.0,-42,-23,0,0,27.2,5.0,Very High,18-29,2,148500.0,-19
5116903,F,0,1,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,-11789,-369,1,1,0,0,Unknown,2.0,-27,-7,0,0,32.3,1.0,High,30-39,1,90000.0,-20
5116905,F,0,1,0,90000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-19094,-1403,1,0,0,0,Private service staff,1.0,-12,0,11,0,52.3,3.8,High,50-59,1,90000.0,-12
5116908,M,1,1,0,211500.0,State servant,Secondary / secondary special,Married,House / apartment,-15047,-7553,1,0,0,0,Core staff,2.0,-7,0,4,0,41.2,20.7,Very High,40-49,1,211500.0,-7
5116910,M,1,1,0,112500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-18162,-6761,1,1,1,0,Laborers,2.0,-31,0,2,0,49.8,18.5,Very High,40-49,1,112500.0,-31
5116911,M,1,1,0,112500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-18162,-6761,1,1,1,0,Laborers,2.0,-12,0,13,0,49.8,18.5,Very High,40-49,1,112500.0,-12
5116912,M,0,1,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,-19788,-2286,1,0,0,0,Drivers,2.0,-41,-25,0,0,54.2,6.3,Very High,50-59,1,270000.0,-16
5116913,M,0,1,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,-19788,-2286,1,0,0,0,Drivers,2.0,-51,-5,0,0,54.2,6.3,Very High,50-59,1,270000.0,-46
5116914,F,0,1,0,76500.0,Working,Secondary / secondary special,Married,House / apartment,-17572,-4601,1,1,0,0,Cooking staff,2.0,-16,-4,7,0,48.1,12.6,High,40-49,1,76500.0,-12
5116916,F,0,1,2,265500.0,Working,Secondary / secondary special,Married,House / apartment,-11455,-1556,1,0,0,0,Managers,4.0,-33,0,0,0,31.4,4.3,Very High,30-39,1,265500.0,-33
5116924,F,0,0,1,90000.0,Commercial associate,Incomplete higher,Civil marriage,House / apartment,-11792,-126,1,0,0,0,Laborers,3.0,-40,0,0,0,32.3,0.3,High,30-39,2,90000.0,-40
5116925,F,0,1,0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-17073,-491,1,0,1,0,Unknown,1.0,-47,-38,0,0,46.8,1.3,Very High,40-49,1,135000.0,-9
5116926,M,1,1,0,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17847,-5331,1,0,0,0,Laborers,2.0,-60,-36,0,0,48.9,14.6,Very High,40-49,1,270000.0,-24
5116927,M,0,1,0,225000.0,Working,Higher education,Married,House / apartment,-16772,-279,1,0,0,0,High skill tech staff,2.0,-27,-19,0,0,46.0,0.8,Very High,40-49,3,225000.0,-8
5116928,M,0,1,0,225000.0,Working,Higher education,Married,House / apartment,-16772,-279,1,0,0,0,High skill tech staff,2.0,-12,0,1,0,46.0,0.8,Very High,40-49,3,225000.0,-12
5116930,M,1,1,0,247500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-18036,365243,1,0,0,0,Unknown,2.0,-2,0,2,0,49.4,0.0,Very High,40-49,1,247500.0,-2
5116931,M,1,1,0,247500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-18036,365243,1,0,0,0,Unknown,2.0,-24,0,0,0,49.4,0.0,Very High,40-49,1,247500.0,-24
5116932,F,1,1,1,247500.0,Commercial associate,Higher education,Civil marriage,House / apartment,-15340,-1009,1,0,1,0,Sales staff,3.0,-36,0,0,0,42.0,2.8,Very High,40-49,3,247500.0,-36
5116933,F,1,1,1,247500.0,Commercial associate,Higher education,Civil marriage,House / apartment,-15340,-1009,1,0,1,0,Sales staff,3.0,-39,0,0,0,42.0,2.8,Very High,40-49,3,247500.0,-39
5116939,F,0,1,0,292500.0,Commercial associate,Higher education,Single / not married,House / apartment,-10533,-2317,1,1,0,0,Managers,1.0,-13,0,2,0,28.9,6.3,Very High,18-29,3,292500.0,-13
5116942,M,1,1,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-19452,-3017,1,0,1,0,Laborers,2.0,-1,0,1,0,53.3,8.3,Very High,50-59,1,157500.0,-1
5116944,M,1,1,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-19452,-3017,1,0,1,0,Laborers,2.0,-6,0,0,0,53.3,8.3,Very High,50-59,1,157500.0,-6
5116945,M,1,1,0,157500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-8768,-917,1,0,0,0,Security staff,1.0,-20,-14,0,0,24.0,2.5,Very High,18-29,1,157500.0,-6
5116947,F,0,1,0,202500.0,Working,Higher education,Married,House / apartment,-10261,-3079,1,1,1,1,Unknown,2.0,-30,0,0,0,28.1,8.4,Very High,18-29,3,202500.0,-30
5116948,F,0,1,0,202500.0,Working,Higher education,Married,House / apartment,-10261,-3079,1,1,1,1,Unknown,2.0,-18,0,7,0,28.1,8.4,Very High,18-29,3,202500.0,-18
5116952,M,0,1,0,189000.0,Working,Incomplete higher,Single / not married,House / apartment,-10076,-248,1,0,0,0,Unknown,1.0,-27,0,0,0,27.6,0.7,Very High,18-29,2,189000.0,-27
5116953,M,1,1,0,157500.0,Commercial associate,Higher education,Married,House / apartment,-16081,-1799,1,0,0,0,Drivers,2.0,-53,-35,0,0,44.1,4.9,Very High,40-49,3,157500.0,-18
5116954,F,0,0,0,247500.0,Pensioner,Higher education,Married,House / apartment,-18998,365243,1,0,0,0,Unknown,2.0,-17,0,5,0,52.0,0.0,Very High,50-59,3,247500.0,-17
5116955,F,0,1,1,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17243,-2378,1,1,0,0,Laborers,3.0,-55,0,0,0,47.2,6.5,Very High,40-49,1,112500.0,-55
5116956,F,0,1,1,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17243,-2378,1,1,0,0,Laborers,3.0,-48,0,0,0,47.2,6.5,Very High,40-49,1,112500.0,-48
5116957,F,0,1,1,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17243,-2378,1,1,0,0,Laborers,3.0,-15,0,0,0,47.2,6.5,Very High,40-49,1,112500.0,-15
5116959,F,1,1,1,90000.0,Working,Secondary / secondary special,Married,House / apartment,-16835,-2378,1,0,0,0,Core staff,3.0,-43,0,0,0,46.1,6.5,High,40-49,1,90000.0,-43
5116963,M,1,0,1,225000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-10729,-307,1,0,0,0,Drivers,3.0,-22,0,0,0,29.4,0.8,Very High,18-29,1,225000.0,-22
5116965,M,1,0,2,315000.0,Working,Higher education,Married,With parents,-10395,-734,1,0,0,0,Sales staff,4.0,-29,-23,0,0,28.5,2.0,Very High,18-29,3,315000.0,-6
5116966,F,0,1,0,112500.0,Working,Higher education,Married,House / apartment,-14225,-3170,1,0,1,0,Laborers,2.0,-35,0,0,0,39.0,8.7,Very High,30-39,3,112500.0,-35
5116967,F,0,1,0,112500.0,Working,Higher education,Married,House / apartment,-14225,-3170,1,0,1,0,Laborers,2.0,-34,0,0,0,39.0,8.7,Very High,30-39,3,112500.0,-34
5116968,F,0,1,0,112500.0,Working,Higher education,Married,House / apartment,-14225,-3170,1,0,1,0,Laborers,2.0,-50,0,0,0,39.0,8.7,Very High,30-39,3,112500.0,-50
5116969,F,0,1,0,112500.0,Working,Higher education,Married,House / apartment,-14225,-3170,1,0,1,0,Laborers,2.0,-27,0,0,0,39.0,8.7,Very High,30-39,3,112500.0,-27
5116971,F,0,1,2,157500.0,Commercial associate,Higher education,Married,House / apartment,-14975,-187,1,0,0,0,Unknown,4.0,-22,0,2,0,41.0,0.5,Very High,40-49,3,157500.0,-22
5116972,F,0,1,2,157500.0,Commercial associate,Higher education,Married,House / apartment,-14975,-187,1,0,0,0,Unknown,4.0,-11,0,5,0,41.0,0.5,Very High,40-49,3,157500.0,-11
5116977,F,0,1,1,112500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-16099,-795,1,0,0,0,Laborers,3.0,-21,0,0,0,44.1,2.2,Very High,40-49,1,112500.0,-21
5116980,F,0,1,0,225000.0,Working,Higher education,Married,House / apartment,-17329,-7765,1,0,1,0,Core staff,2.0,0,0,1,0,47.5,21.3,Very High,40-49,3,225000.0,0
5116981,M,1,1,1,202500.0,Working,Secondary / secondary special,Married,House / apartment,-15740,-1860,1,1,1,0,Laborers,3.0,-49,-20,0,0,43.1,5.1,Very High,40-49,1,202500.0,-29
5116982,M,1,1,1,202500.0,Working,Secondary / secondary special,Married,House / apartment,-15740,-1860,1,1,1,0,Laborers,3.0,-28,-21,0,0,43.1,5.1,Very High,40-49,1,202500.0,-7
5116983,F,0,1,0,112500.0,State servant,Secondary / secondary special,Widow,House / apartment,-20075,-672,1,0,0,0,Medicine staff,1.0,-50,0,0,0,55.0,1.8,Very High,50-59,1,112500.0,-50
5116992,F,1,1,0,207000.0,Working,Higher education,Married,House / apartment,-16081,-1556,1,0,0,0,Unknown,2.0,-54,0,0,0,44.1,4.3,Very High,40-49,3,207000.0,-54
5116993,F,0,1,0,67500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20268,365243,1,0,0,0,Unknown,2.0,-4,0,5,0,55.5,0.0,High,50-59,1,67500.0,-4
5116994,F,0,1,0,67500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20268,365243,1,0,0,0,Unknown,2.0,-52,0,0,0,55.5,0.0,High,50-59,1,67500.0,-52
5116997,F,1,1,2,337500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-16033,-2256,1,0,0,0,Private service staff,4.0,-57,-16,0,0,43.9,6.2,Very High,40-49,1,337500.0,-41
5116999,F,0,1,0,112500.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-21591,365243,1,0,0,1,Unknown,2.0,-28,0,0,0,59.2,0.0,Very High,50-59,1,112500.0,-28
5117000,M,1,1,1,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-10467,-2895,1,0,0,0,Laborers,3.0,-9,0,6,0,28.7,7.9,Very High,18-29,1,225000.0,-9
5117001,M,1,1,1,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14512,-2044,1,0,0,0,High skill tech staff,3.0,-30,0,0,0,39.8,5.6,Very High,30-39,1,225000.0,-30
5117002,F,0,1,1,360000.0,Working,Secondary / secondary special,Married,House / apartment,-11760,-187,1,0,0,1,Sales staff,3.0,-43,0,0,0,32.2,0.5,Very High,30-39,1,360000.0,-43
5117003,F,0,1,1,360000.0,Working,Secondary / secondary special,Married,House / apartment,-11760,-187,1,0,0,1,Sales staff,3.0,-47,0,0,0,32.2,0.5,Very High,30-39,1,360000.0,-47
5117004,F,0,1,0,121500.0,Working,Secondary / secondary special,Widow,House / apartment,-19943,-12148,1,0,0,0,Laborers,1.0,-26,-18,0,0,54.6,33.3,Very High,50-59,1,121500.0,-8
5117005,M,1,0,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-17685,-3413,1,0,1,0,Drivers,2.0,-25,0,0,0,48.5,9.4,Very High,40-49,1,180000.0,-25
5117007,M,1,0,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-11685,-491,1,1,0,0,Laborers,2.0,-31,0,6,0,32.0,1.3,Very High,30-39,1,157500.0,-31
5117008,F,0,1,1,157500.0,Working,Secondary / secondary special,Separated,With parents,-11068,-1403,1,0,0,0,Unknown,2.0,-35,0,0,0,30.3,3.8,Very High,30-39,1,157500.0,-35
5117009,M,1,1,0,157500.0,Working,Higher education,Married,House / apartment,-11221,-218,1,1,0,0,Unknown,2.0,-19,0,2,0,30.7,0.6,Very High,30-39,3,157500.0,-19
5117015,M,0,1,1,180000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-10359,-3413,1,1,0,0,Laborers,3.0,-32,0,0,0,28.4,9.4,Very High,18-29,1,180000.0,-32
5117016,M,1,0,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,-16262,-4996,1,0,0,0,Unknown,2.0,-49,0,0,0,44.6,13.7,Very High,40-49,1,270000.0,-49
5117018,F,0,1,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-16151,-4752,1,1,0,0,Managers,2.0,-53,-47,0,0,44.2,13.0,Very High,40-49,1,157500.0,-6
5117019,M,0,1,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-12991,-1983,1,0,0,0,Drivers,2.0,-23,0,0,0,35.6,5.4,Very High,30-39,1,225000.0,-23
5117020,F,0,0,0,135000.0,Working,Secondary / secondary special,Married,With parents,-12349,-1799,1,0,0,0,Laborers,2.0,-14,0,9,0,33.8,4.9,Very High,30-39,1,135000.0,-14
5117022,M,1,1,2,225000.0,Working,Secondary / secondary special,Married,House / apartment,-12462,-279,1,1,0,0,Laborers,4.0,-17,-3,9,0,34.1,0.8,Very High,30-39,1,225000.0,-14
5117025,F,1,1,0,126000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21731,365243,1,0,0,0,Unknown,2.0,-9,0,0,0,59.5,0.0,Very High,50-59,1,126000.0,-9
5117027,M,1,1,1,225000.0,Commercial associate,Higher education,Married,House / apartment,-10298,-1860,1,1,1,0,Managers,3.0,-20,0,0,0,28.2,5.1,Very High,18-29,3,225000.0,-20
5117028,M,1,1,1,225000.0,Commercial associate,Higher education,Married,House / apartment,-10298,-1860,1,1,1,0,Managers,3.0,-19,0,0,0,28.2,5.1,Very High,18-29,3,225000.0,-19
5117030,F,0,1,0,270000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-13346,-3839,1,1,1,0,Drivers,2.0,-56,-5,0,0,36.6,10.5,Very High,30-39,1,270000.0,-51
5117032,M,1,0,0,90000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-10588,-1375,1,1,1,0,Security staff,1.0,-3,0,4,0,29.0,3.8,High,18-29,1,90000.0,-3
5117034,F,0,1,0,135000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-22802,365243,1,0,1,0,Unknown,1.0,-4,0,5,0,62.5,0.0,Very High,60+,1,135000.0,-4
5117038,F,0,1,1,810000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-14843,-4297,1,1,0,0,Managers,3.0,-37,-15,0,0,40.7,11.8,Very High,40-49,1,380250.0,-22
5117039,M,1,1,0,202500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-14333,-95,1,0,1,0,Laborers,2.0,-20,0,2,0,39.3,0.3,Very High,30-39,1,202500.0,-20
5117040,F,0,1,0,204750.0,Working,Secondary / secondary special,Widow,House / apartment,-21240,-1495,1,1,0,0,Unknown,1.0,-30,-17,0,0,58.2,4.1,Very High,50-59,1,204750.0,-13
5117041,M,0,0,0,54000.0,Pensioner,Lower secondary,Married,House / apartment,-23030,365243,1,0,0,0,Unknown,2.0,-52,0,0,0,63.1,0.0,Medium,60+,0,54000.0,-52
5117043,M,1,0,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-16127,-2074,1,0,0,0,Drivers,2.0,-24,0,0,0,44.2,5.7,Very High,40-49,1,180000.0,-24
5117044,F,0,1,0,112500.0,Working,Incomplete higher,Married,House / apartment,-17727,-825,1,0,0,0,Laborers,2.0,-6,0,6,0,48.6,2.3,Very High,40-49,2,112500.0,-6
5117045,F,0,0,0,112500.0,Commercial associate,Secondary / secondary special,Single / not married,Municipal apartment,-17568,-5666,1,0,0,0,High skill tech staff,1.0,-29,0,0,0,48.1,15.5,Very High,40-49,1,112500.0,-29
5117047,F,0,1,0,180000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-23027,365243,1,0,0,0,Unknown,1.0,-48,-26,0,0,63.1,0.0,Very High,60+,1,180000.0,-22
5117048,F,0,1,2,90000.0,Working,Secondary / secondary special,Married,House / apartment,-12530,-218,1,0,0,0,Laborers,4.0,-18,0,1,0,34.3,0.6,High,30-39,1,90000.0,-18
5117053,F,0,1,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,-14493,-1768,1,0,0,0,Laborers,3.0,-27,0,0,0,39.7,4.8,Very High,30-39,1,135000.0,-27
5117054,M,1,0,0,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-11922,-644,1,0,0,0,Managers,2.0,-43,-1,0,0,32.7,1.8,Very High,30-39,1,225000.0,-42
5117055,M,0,1,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-20636,-13456,1,1,0,0,Unknown,2.0,-37,0,2,0,56.5,36.9,Very High,50-59,1,135000.0,-37
5117056,M,0,1,1,202500.0,State servant,Secondary / secondary special,Married,House / apartment,-9876,-430,1,0,0,0,Private service staff,3.0,-37,-28,0,0,27.1,1.2,Very High,18-29,1,202500.0,-9
5117057,F,0,1,0,85500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22605,365243,1,0,0,0,Unknown,2.0,-31,-14,0,0,61.9,0.0,High,60+,1,85500.0,-17
5117059,M,1,1,0,157500.0,Working,Secondary / secondary special,Separated,House / apartment,-21892,-4325,1,0,0,0,Security staff,1.0,-12,0,0,0,60.0,11.8,Very High,50-59,1,157500.0,-12
5117060,F,1,1,2,121500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14364,-3747,1,0,0,0,Laborers,4.0,-27,0,1,0,39.4,10.3,Very High,30-39,1,121500.0,-27
5117061,F,1,1,2,121500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14364,-3747,1,0,0,0,Laborers,4.0,-19,-10,2,0,39.4,10.3,Very High,30-39,1,121500.0,-9
5117062,F,0,1,0,108000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17621,-1891,1,0,0,0,Laborers,2.0,-49,-13,0,0,48.3,5.2,Very High,40-49,1,108000.0,-36
5117063,F,1,1,0,405000.0,Working,Higher education,Separated,House / apartment,-17231,-1344,1,1,1,0,Laborers,1.0,-48,0,0,0,47.2,3.7,Very High,40-49,3,380250.0,-48
5117064,F,0,1,0,180000.0,Commercial associate,Higher education,Married,House / apartment,-12051,-2836,1,0,0,0,Core staff,2.0,-49,0,0,0,33.0,7.8,Very High,30-39,3,180000.0,-49
5117065,F,0,1,2,225000.0,Working,Higher education,Married,House / apartment,-12644,-1648,1,1,1,0,Accountants,4.0,-49,-13,0,0,34.6,4.5,Very High,30-39,3,225000.0,-36
5117066,M,1,1,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-22498,-5939,1,0,1,0,Laborers,2.0,-14,0,10,0,61.6,16.3,Very High,60+,1,112500.0,-14
5117067,M,1,1,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-16914,-825,1,0,0,0,Laborers,2.0,-9,0,5,0,46.3,2.3,Very High,40-49,1,135000.0,-9
5117068,F,1,1,0,202500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-11468,-1625,1,0,0,0,Unknown,1.0,-2,0,3,0,31.4,4.5,Very High,30-39,1,202500.0,-2
5117069,F,1,1,2,121500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-12797,-249,1,0,0,0,High skill tech staff,4.0,-10,0,9,0,35.1,0.7,Very High,30-39,1,121500.0,-10
5117070,F,0,0,2,315000.0,State servant,Higher education,Married,House / apartment,-12848,-3839,1,0,0,1,Core staff,4.0,-54,-20,0,0,35.2,10.5,Very High,30-39,3,315000.0,-34
5117071,F,0,0,2,315000.0,State servant,Higher education,Married,House / apartment,-12848,-3839,1,0,0,1,Core staff,4.0,-33,0,13,0,35.2,10.5,Very High,30-39,3,315000.0,-33
5117074,M,0,1,0,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17594,-491,1,0,0,0,Drivers,2.0,-5,0,3,0,48.2,1.3,Very High,40-49,1,270000.0,-5
5117075,F,0,0,0,180000.0,Working,Higher education,Married,House / apartment,-9948,-704,1,0,0,0,Accountants,2.0,-1,0,1,0,27.3,1.9,Very High,18-29,3,180000.0,-1
5117076,F,0,0,0,180000.0,Working,Higher education,Married,House / apartment,-9948,-704,1,0,0,0,Accountants,2.0,-7,0,8,0,27.3,1.9,Very High,18-29,3,180000.0,-7
5117077,F,0,0,0,180000.0,Working,Higher education,Married,House / apartment,-9948,-704,1,0,0,0,Accountants,2.0,-44,-36,0,0,27.3,1.9,Very High,18-29,3,180000.0,-8
5117078,F,0,0,0,180000.0,Working,Higher education,Married,House / apartment,-9948,-704,1,0,0,0,Accountants,2.0,-16,0,13,0,27.3,1.9,Very High,18-29,3,180000.0,-16
5117079,F,0,0,0,180000.0,Working,Higher education,Married,House / apartment,-9948,-704,1,0,0,0,Accountants,2.0,-44,-43,0,0,27.3,1.9,Very High,18-29,3,180000.0,-1
5117080,F,0,0,0,180000.0,Working,Higher education,Married,House / apartment,-9948,-704,1,0,0,0,Accountants,2.0,-31,-1,10,0,27.3,1.9,Very High,18-29,3,180000.0,-30
5117081,F,0,0,0,180000.0,Working,Higher education,Married,House / apartment,-9948,-704,1,0,0,0,Accountants,2.0,-29,0,0,0,27.3,1.9,Very High,18-29,3,180000.0,-29
5117082,F,0,0,0,180000.0,Working,Higher education,Married,House / apartment,-9948,-704,1,0,0,0,Accountants,2.0,-4,0,5,0,27.3,1.9,Very High,18-29,3,180000.0,-4
5117083,F,0,0,0,180000.0,Working,Higher education,Married,House / apartment,-9948,-704,1,0,0,0,Accountants,2.0,-4,0,5,0,27.3,1.9,Very High,18-29,3,180000.0,-4
5117084,M,1,1,0,225000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-11917,-126,1,0,0,0,Waiters/barmen staff,1.0,-12,0,13,0,32.6,0.3,Very High,30-39,1,225000.0,-12
5117085,M,1,1,0,225000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-11917,-126,1,0,0,0,Waiters/barmen staff,1.0,-9,0,5,0,32.6,0.3,Very High,30-39,1,225000.0,-9
5117086,M,1,1,0,225000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-11917,-126,1,0,0,0,Waiters/barmen staff,1.0,-16,0,2,0,32.6,0.3,Very High,30-39,1,225000.0,-16
5117088,M,1,0,0,225000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-18653,-8892,1,0,0,0,Unknown,1.0,-49,0,0,0,51.1,24.4,Very High,50-59,1,225000.0,-49
5117093,M,1,1,0,360000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-14010,365243,1,0,0,0,Unknown,2.0,-19,-9,2,0,38.4,0.0,Very High,30-39,1,360000.0,-10
